"Genome ID","Genome Name","Contig","Match ID","Group","Inc Match","Percent Identity","Match Coverage","Contig Start","Contig End","Reference Start","Reference End"
"614c7d7d36a4e2081da372eb","P3966760","NODE_25_length_52242_cov_8.493780","IncHI1B(R27)_1_R27_AF250878","all","IncHI1B(R27)_1",100,100,22518,23057,540,1
"614c7d7d36a4e2081da372eb","P3966760","NODE_25_length_52242_cov_8.493780","IncHI1A_1__AF250878","all","IncHI1A_1",99.762,100,36134,36553,1,420
"614c7d7d36a4e23c8fa372f1","P4033900","NODE_17_length_103059_cov_16.313495","IncHI1A_1__AF250878","all","IncHI1A_1",99.762,100,16948,17367,420,1
"614c7d7d36a4e23c8fa372f1","P4033900","NODE_17_length_103059_cov_16.313495","IncHI1B(R27)_1_R27_AF250878","all","IncHI1B(R27)_1",100,100,30444,30983,1,540
"614c7d7d36a4e23c8fa372f1","P4033900","NODE_25_length_56104_cov_16.750647","IncFIA(HI1)_1__AF250878","all","IncFIA(HI1)_1",100,100,25409,25796,1,388
"614c7d7d36a4e22668a372fb","P0067560","NODE_18_length_104982_cov_22.869141","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,40458,41332,875,1
"614c7d7d36a4e2bcdaa372fe","P0122750","NODE_18_length_106222_cov_27.258415","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,85699,86573,1,875
"614c7d7d36a4e24b78a3730f","P0331130","NODE_41_length_14754_cov_49.417535","IncX1_1__EU370913","all","IncX1_1",97.861,100,7781,8154,1,374
"614c7d7d36a4e213b5a372ff","P0141870","NODE_42_length_14733_cov_59.976804","IncX1_1__EU370913","all","IncX1_1",97.861,100,7758,8131,1,374
"614c7d3c4877302de0da9a80","2018K-0753","NODE_40_length_31206_cov_44.353457","IncY_1__K02380","all","IncY_1",98.824,100,27312,28076,1,765
"614c7d3c4877306a6ada9a82","2018K-0755","NODE_40_length_28842_cov_49.719166","IncY_1__K02380","all","IncY_1",98.824,100,3131,3895,765,1
"614c7d3c487730d0e5da9a81","2018K-0754","NODE_44_length_28842_cov_11.819052","IncY_1__K02380","all","IncY_1",98.824,100,24948,25712,1,765
"614c7d3c487730bf51da9a83","2018K-0757","NODE_39_length_28842_cov_53.422259","IncY_1__K02380","all","IncY_1",98.824,100,24948,25712,1,765
"614c7d3c487730e4bada9a84","2018K-0756","NODE_42_length_28842_cov_62.026441","IncY_1__K02380","all","IncY_1",98.824,100,24948,25712,1,765
"614c7bfb36a4e27afca37248","UJ 208A","NODE_150_length_661_cov_0.174377","Col440I_1__CP023920","all","Col440I_1",93.86,100,30,142,114,1
"614c76794877303afada99ff","040064TY","NODE_29_length_44648_cov_43.882871","IncHI1A_1__AF250878","all","IncHI1A_1",99.762,100,7696,8115,420,1
"614c76794877303afada99ff","040064TY","NODE_29_length_44648_cov_43.882871","IncHI1B(R27)_1_R27_AF250878","all","IncHI1B(R27)_1",100,100,21192,21731,1,540
"614c76794877302035da9a02","080014TY","NODE_21_length_106806_cov_37.266103","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,59389,60263,875,1
"614c7679487730b40fda9a09","130051TY","NODE_11_length_106804_cov_17.854704","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,446,1320,1,875
"614c720536a4e23943a3710f","BKQTZV","NODE_14_length_146896_cov_15.157994","IncHI1A_1__AF250878","all","IncHI1A_1",99.762,100,63610,64029,420,1
"614c720536a4e23943a3710f","BKQTZV","NODE_14_length_146896_cov_15.157994","IncHI1B(R27)_1_R27_AF250878","all","IncHI1B(R27)_1",100,100,77106,77645,1,540
"614c720536a4e23943a3710f","BKQTZV","NODE_35_length_30369_cov_14.685464","IncFIA(HI1)_1__AF250878","all","IncFIA(HI1)_1",100,100,29458,29845,388,1
"614c720536a4e29691a3713d","BKQT8S","NODE_10_length_178017_cov_26.146950","IncFIA(HI1)_1__AF250878","all","IncFIA(HI1)_1",100,100,29458,29845,388,1
"614c720536a4e29691a3713d","BKQT8S","NODE_10_length_178017_cov_26.146950","IncHI1A_1__AF250878","all","IncHI1A_1",99.762,100,94730,95149,420,1
"614c720536a4e29691a3713d","BKQT8S","NODE_10_length_178017_cov_26.146950","IncHI1B(R27)_1_R27_AF250878","all","IncHI1B(R27)_1",100,100,108226,108765,1,540
"614c720536a4e2408fa37142","BKQU3X","NODE_14_length_149089_cov_5.783925","IncFIA(HI1)_1__AF250878","all","IncFIA(HI1)_1",100,100,939,1326,388,1
"614c720536a4e2408fa37142","BKQU3X","NODE_14_length_149089_cov_5.783925","IncHI1A_1__AF250878","all","IncHI1A_1",99.762,100,65795,66214,420,1
"614c720536a4e2408fa37142","BKQU3X","NODE_14_length_149089_cov_5.783925","IncHI1B(R27)_1_R27_AF250878","all","IncHI1B(R27)_1",100,100,79291,79830,1,540
"614c720536a4e2ed49a3704d","BKQK1D","NODE_44_length_5263_cov_110.480829","Col156_1__NC_009781","all","Col156_1",94.805,100,1683,1836,1,154
"614c720536a4e20065a3709d","BKQMKT","NODE_20_length_91713_cov_5.461392","p0111_1__AP010962","all","p0111_1",98.531,100,27042,27926,885,1
"614c640a48773064eeda8ea3","2017AM-2992","NODE_46_length_5104_cov_4.987615","Col156_1__NC_009781","all","Col156_1",94.805,100,496,649,1,154
"614c640a4877301035da8eaa","2017AM-2991","NODE_43_length_3692_cov_6.218202","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",91.603,100,855,985,131,1
"614c640a4877301035da8eaa","2017AM-2991","NODE_49_length_2200_cov_3.940505","Col(BS512)_1__NC_010656","all","Col(BS512)_1",100,100,1256,1488,1,233
"614c640a4877301035da8eaa","2017AM-2991","NODE_55_length_1660_cov_2.801409","Col(MG828)_1__NC_008486","all","Col(MG828)_1",94.275,100,1101,1362,262,1
"614c640a487730483fda8eae","2017AM-0544","NODE_17_length_106804_cov_58.777274","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,91293,92167,875,1
"614c640a4877303016da8eac","2017AM-2364","NODE_42_length_2685_cov_0.979505","Col156_1__NC_009781","all","Col156_1",92.857,100,1185,1338,154,1
"614c640a4877303016da8eac","2017AM-2364","NODE_43_length_2188_cov_4.853518","Col(BS512)_1__NC_010656","all","Col(BS512)_1",100,100,1118,1350,233,1
"614c640a4877309127da8eb6","2017AM-1115","NODE_43_length_2091_cov_2.500000","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",93.13,100,84,214,1,131
"614c640a4877307d74da8eb9","2017AM-0286","NODE_18_length_106805_cov_63.669438","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,39527,40401,875,1
"614c640a4877303ed9da8ebc","2017AM-0291","NODE_18_length_106805_cov_65.724317","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,85884,86758,875,1
"614c640a4877303ed9da8ebc","2017AM-0291","NODE_50_length_2195_cov_14.986641","ColpVC_1__JX133088","all","ColpVC_1",98.964,100,575,767,193,1
"614c640a48773069beda8eba","2017AM-0292","NODE_41_length_3365_cov_1.583895","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",91.603,100,684,814,1,131
"614c640a487730e668da8ebd","2017AM-2105","NODE_17_length_106805_cov_69.401983","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,9398,10272,875,1
"614c640a487730e668da8ebd","2017AM-2105","NODE_69_length_667_cov_0.963028","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",100,100,80,210,1,131
"614c640a487730e668da8ebd","2017AM-2105","NODE_75_length_617_cov_1.434363","Col(BS512)_1__NC_010656","all","Col(BS512)_1",99.571,100,132,364,1,233
"614c640a487730af8eda8ec0","2017AM-2102","NODE_46_length_2497_cov_0.979566","Col156_1__NC_009781","all","Col156_1",96.104,100,197,350,1,154
"614c640a487730af8eda8ec0","2017AM-2102","NODE_53_length_957_cov_1.037296","Col(MG828)_1__NC_008486","all","Col(MG828)_1",93.893,100,226,487,262,1
"614c640a4877305c9eda8ebf","2017AM-2100","NODE_53_length_957_cov_1.023310","ColRNAI_1__DQ298019","all","ColRNAI_1",90.977,100,173,304,130,1
"614c640a4877305c9eda8ebf","2017AM-2100","NODE_57_length_832_cov_1.275580","Col(BS512)_1__NC_010656","all","Col(BS512)_1",100,100,566,798,1,233
"614c640a4877301a0ada8ec3","2017AM-0177","NODE_46_length_1806_cov_2.042765","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",93.893,100,1512,1642,131,1
"614c640a4877301a0ada8ec3","2017AM-0177","NODE_55_length_936_cov_1.701314","ColpVC_1__JX133088","all","ColpVC_1",98.964,100,184,376,1,193
"614c640a4877300589da8ec4","2017AM-1117","NODE_45_length_2200_cov_2.169919","Col(BS512)_1__NC_010656","all","Col(BS512)_1",100,100,654,886,233,1
"614c640a4877302e54da8ec7","2017AM-2791","NODE_18_length_106805_cov_72.612037","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,52029,52903,1,875
"614c640a487730b8c5da8ecf","2017AM-2796","NODE_22_length_74621_cov_100.737433","IncFIB(K)_1__JN233704","all","IncFIB(K)_1",98.929,100,63142,63701,560,1
"614c640a487730ba37da8ed2","2017AM-2798","NODE_18_length_106805_cov_60.460968","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,76179,77053,875,1
"614c640a487730cec5da8ed5","2017AM-0499","NODE_47_length_1181_cov_0.934381","Col(MG828)_1__NC_008486","all","Col(MG828)_1",95.802,100,780,1041,1,262
"614c640a4877303f00da8edd","2017AM-3467","NODE_18_length_106805_cov_35.696193","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,19061,19935,1,875
"614c640a4877305ff7da8ed6","2017AM-3302","NODE_17_length_106805_cov_36.260960","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,40436,41310,875,1
"614c640a4877304ac0da8ee0","PNUnited States of AmericaS187203","NODE_22_length_74846_cov_26.048604","IncFIB(K)_1__JN233704","all","IncFIB(K)_1",98.929,100,63328,63887,560,1
"614c640a4877303656da8edf","2017AM-0379","NODE_39_length_14611_cov_266.020741","IncX1_1__EU370913","all","IncX1_1",97.594,100,6617,6990,374,1
"614c640a4877304d87da8ee5","PNUnited States of AmericaS187209","NODE_39_length_22895_cov_28.991972","IncX1_1__EU370913","all","IncX1_1",97.861,100,7784,8157,1,374
"614c640a4877303861da8ee9","2017AM-2793","NODE_18_length_106805_cov_61.103256","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,45645,46519,1,875
"614c640a48773072fcda8eeb","PNUnited States of AmericaS189074","NODE_18_length_106805_cov_20.533625","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,57276,58150,875,1
"614c640a4877306aa1da8eea","PNUnited States of AmericaS189073","NODE_18_length_106805_cov_21.238618","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,55999,56873,875,1
"614c640a4877300049da8eec","PNUnited States of AmericaS189075","NODE_18_length_106805_cov_20.601897","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,90339,91213,875,1
"614c640a4877307e40da8ef2","PNUnited States of AmericaS189085","NODE_18_length_106805_cov_23.483703","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,42516,43390,875,1
"614c640a487730f897da8ef6","PNUnited States of AmericaS189078","NODE_18_length_106805_cov_22.441550","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,29990,30864,1,875
"614c640a4877302103da8ef8","PNUnited States of AmericaS191251","NODE_31_length_43536_cov_30.858807","IncY_1__K02380","all","IncY_1",99.477,100,1769,2533,1,765
"614c640a487730376dda8efa","PNUnited States of AmericaS191245","NODE_18_length_106805_cov_26.049191","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,80526,81400,875,1
"614c640a48773044f0da8efc","PNUnited States of AmericaS191256","NODE_16_length_106805_cov_32.504536","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,23736,24610,875,1
"614c640a4877302abdda8eff","PNUnited States of AmericaS105312","NODE_123_length_7107_cov_7.370291","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,3442,4316,875,1
"614c640a48773072fbda8efd","PNUnited States of AmericaS191250","NODE_18_length_106805_cov_22.130424","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,35891,36765,1,875
"614c640a487730b9dbda8d92","PNUnited States of AmericaS116192","NODE_19_length_106805_cov_53.867683","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,84759,85633,875,1
"614c640a4877300cebda8d96","PNUnited States of AmericaS116846","NODE_41_length_28842_cov_13.159726","IncY_1__K02380","all","IncY_1",98.824,100,3131,3895,765,1
"614c640a487730a62eda8d93","PNUnited States of AmericaS112258","NODE_33_length_28842_cov_8.142330","IncY_1__K02380","all","IncY_1",98.824,100,24948,25712,1,765
"614c640a4877304ec8da8d97","PNUnited States of AmericaS117586","NODE_33_length_28842_cov_31.036252","IncY_1__K02380","all","IncY_1",98.824,100,24948,25712,1,765
"614c640a4877309ffbda8d9a","PNUnited States of AmericaS120324","NODE_33_length_28842_cov_11.420833","IncY_1__K02380","all","IncY_1",98.824,100,3131,3895,765,1
"614c640a4877308bf0da8d9f","2016AM-2514","NODE_17_length_116434_cov_72.958336","IncY_1__K02380","all","IncY_1",99.477,100,48969,49733,765,1
"614c640a4877308bf0da8d9f","2016AM-2514","NODE_44_length_3635_cov_5.421946","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",91.603,100,34,164,1,131
"614c640a48773079bfda8da2","2016AM-1661","NODE_41_length_5278_cov_5.018536","Col156_1__NC_009781","all","Col156_1",94.805,100,2789,2942,154,1
"614c640a48773079bfda8da2","2016AM-1661","NODE_50_length_2200_cov_5.325559","Col(BS512)_1__NC_010656","all","Col(BS512)_1",100,100,429,661,233,1
"614c640a48773079bfda8da2","2016AM-1661","NODE_55_length_1664_cov_8.941214","Col(MG828)_1__NC_008486","all","Col(MG828)_1",94.275,100,366,627,1,262
"614c640a4877308c46da8da3","2016AM-2736","NODE_41_length_14394_cov_185.585310","IncX1_1__EU370913","all","IncX1_1",97.861,100,7784,8157,1,374
"614c640a4877308c46da8da3","2016AM-2736","NODE_50_length_5165_cov_2.459139","Col156_1__NC_009781","all","Col156_1",94.805,100,1546,1699,1,154
"614c640a4877308c46da8da3","2016AM-2736","NODE_57_length_2200_cov_4.990005","Col(BS512)_1__NC_010656","all","Col(BS512)_1",100,100,852,1084,1,233
"614c640a4877308c46da8da3","2016AM-2736","NODE_59_length_2006_cov_5.160546","Col(MG828)_1__NC_008486","all","Col(MG828)_1",94.275,100,141,402,1,262
"614c640a48773096c3da8da4","2016AM-2735","NODE_40_length_14122_cov_138.113528","IncX1_1__EU370913","all","IncX1_1",97.861,100,6155,6528,374,1
"614c640a4877305f98da8da5","2016AM-1796","NODE_21_length_94236_cov_60.308476","IncY_1__K02380","all","IncY_1",99.477,100,30763,31527,765,1
"614c640a4877307c83da8da6","2016AM-2284","NODE_47_length_3692_cov_8.242137","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",91.603,100,2963,3093,131,1
"614c640a48773095f1da8daa","2016AM-2293","NODE_16_length_106805_cov_61.122383","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,94362,95236,1,875
"614c640a4877307ee5da8da8","2016AM-2287","NODE_49_length_2338_cov_1.699419","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",100,100,687,817,1,131
"614c640a48773058dfda8db1","2016AM-1779","NODE_40_length_3300_cov_1.299906","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",91.603,100,2244,2374,1,131
"614c640a4877305e58da8db4","2016AM-2183","NODE_28_length_36957_cov_100.927569","IncX1_4__JN935898","all","IncX1_4",95.491,100,8496,8872,377,1
"614c640a487730fdd8da8dba","2016AM-1659","NODE_42_length_3738_cov_1.980489","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",91.603,100,3498,3628,131,1
"614c640a487730574fda8dbe","2016AM-2488","NODE_42_length_1877_cov_3.413948","Col(MG828)_1__NC_008486","all","Col(MG828)_1",96.565,100,660,921,262,1
"614c640a487730574fda8dbe","2016AM-2488","NODE_47_length_674_cov_1.116522","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",91.603,100,378,508,131,1
"614c640a487730f97fda8dbb","2016AM-2861","NODE_17_length_106804_cov_57.924943","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,101532,102406,875,1
"614c640a487730dec5da8dc2","2016AM-2746","NODE_38_length_3692_cov_23.562483","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",91.603,100,690,820,131,1
"614c640a487730dec5da8dc2","2016AM-2746","NODE_41_length_1767_cov_1.629496","Col(MG828)_1__NC_008486","all","Col(MG828)_1",95.802,100,503,764,1,262
"614c640a4877303501da8dc0","2016AM-2743","NODE_39_length_3692_cov_3.798219","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",91.603,100,49,179,131,1
"614c640a48773064eeda8dc3","2016AM-2738","NODE_19_length_106805_cov_43.755421","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,13471,14345,1,875
"614c640a48773064eeda8dc3","2016AM-2738","NODE_47_length_1008_cov_1.075908","Col(BS512)_1__NC_010656","all","Col(BS512)_1",100,100,772,1004,233,1
"614c640a4877307028da8dc4","2016AM-2748","NODE_49_length_677_cov_1.397924","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",91.603,100,53,183,1,131
"614c640a4877304ff1da8dc5","2016AM-2747","NODE_41_length_12833_cov_214.990576","IncX1_1__EU370913","all","IncX1_1",97.861,100,6595,6968,374,1
"614c640a4877304ff1da8dc5","2016AM-2747","NODE_52_length_1779_cov_1.194643","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",96.947,100,477,607,131,1
"614c640a4877302bf0da8dc8","2016AM-2737","NODE_51_length_783_cov_1.657895","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",100,100,537,667,131,1
"614c640a48773051e2da8dc7","2016AM-1624","NODE_39_length_3692_cov_4.046758","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",91.603,100,3208,3338,1,131
"614c640a487730f718da8dc9","2016AM-2749","NODE_41_length_2916_cov_2.539581","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",91.603,100,1980,2110,1,131
"614c640a487730f718da8dc9","2016AM-2749","NODE_52_length_730_cov_1.049128","Col156_1__NC_009781","all","Col156_1",94.805,100,513,666,154,1
"614c640a487730f718da8dc9","2016AM-2749","NODE_56_length_681_cov_1.647766","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",100,100,342,472,1,131
"614c640a4877301199da8dcc","2016AM-2285","NODE_47_length_1297_cov_1.221387","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",94.656,100,467,597,1,131
"614c640a487730254fda8dce","2016AM-2742","NODE_43_length_1450_cov_0.832717","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",92.366,100,664,794,1,131
"614c640a4877305f79da8dd0","2016AM-2744","NODE_16_length_106805_cov_69.119468","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,8974,9848,875,1
"614c640a4877305f79da8dd0","2016AM-2744","NODE_48_length_724_cov_1.148800","Col156_1__NC_009781","all","Col156_1",94.156,100,354,507,1,154
"614c640a487730e7ecda8dd3","2016AM-3020","NODE_41_length_3692_cov_3.591428","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",91.603,100,598,728,131,1
"614c640a487730e7ecda8dd3","2016AM-3020","NODE_61_length_614_cov_0.854369","Col(MG828)_1__NC_008486","all","Col(MG828)_1",95.42,100,168,429,262,1
"614c640a48773081b2da8dd4","2016AM-1493","NODE_39_length_23494_cov_168.047959","IncX1_1__EU370913","all","IncX1_1",97.861,100,7783,8156,1,374
"614c640a487730e953da8dd5","2016AM-3019","NODE_48_length_2200_cov_4.315088","Col(BS512)_1__NC_010656","all","Col(BS512)_1",100,100,757,989,233,1
"614c640a48773057edda8dd6","2016AM-1780","NODE_17_length_106805_cov_85.122805","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,61490,62364,875,1
"614c640a48773052ddda8dd9","2016AM-1784","NODE_33_length_3185_cov_2.680169","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",91.603,100,2578,2708,131,1
"614c640a4877300d40da8ddd","2016AM-2489","NODE_51_length_2665_cov_1.908028","ColRNAI_1__DQ298019","all","ColRNAI_1",90.977,100,2202,2333,1,130
"614c640a4877300d40da8ddd","2016AM-2489","NODE_54_length_1996_cov_2.486031","Col(BS512)_1__NC_010656","all","Col(BS512)_1",100,100,1065,1297,1,233
"614c640a48773062c0da8dda","2016AM-1582","NODE_50_length_849_cov_0.910547","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",94.656,100,199,329,1,131
"614c640a4877307b5dda8de1","2016AM-0658","NODE_40_length_22894_cov_132.196227","IncX1_1__EU370913","all","IncX1_1",97.861,100,7783,8156,1,374
"614c640a4877307b2cda8ddf","PNUnited States of AmericaS123477","NODE_19_length_103515_cov_14.548329","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,40097,40971,875,1
"614c640a4877305d8bda8de2","2016AM-0850","NODE_53_length_709_cov_1.311475","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",92.366,100,553,683,131,1
"614c640a4877304801da8de3","2016AM-1003","NODE_35_length_22898_cov_259.700996","IncX1_1__EU370913","all","IncX1_1",97.861,100,7783,8156,1,374
"614c640a487730af48da8de9","2016AM-0632","NODE_54_length_1647_cov_12.932817","Col(MG828)_1__NC_008486","all","Col(MG828)_1",91.985,100,771,1032,262,1
"614c640a4877304287da8def","2016AM-0751","NODE_19_length_106805_cov_59.991734","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,72374,73248,875,1
"614c640a4877304287da8def","2016AM-0751","NODE_48_length_984_cov_1.280226","Col(MP18)_1__NC_013652","all","Col(MP18)_1",100,100,612,804,1,193
"614c640a4877304287da8def","2016AM-0751","NODE_49_length_932_cov_1.086435","ColpVC_1__JX133088","all","ColpVC_1",98.964,100,294,486,193,1
"614c640a48773020beda8df0","2016AM-0872","NODE_57_length_587_cov_1.038934","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",92.366,100,87,217,1,131
"614c640a48773052adda8df3","2016AM-0871","NODE_45_length_2188_cov_3.090953","Col(BS512)_1__NC_010656","all","Col(BS512)_1",100,100,880,1112,233,1
"614c640a48773052adda8df3","2016AM-0871","NODE_53_length_1121_cov_0.792564","Col156_1__NC_009781","all","Col156_1",94.805,100,389,542,154,1
"614c640a48773062cdda8df2","2016AM-0931","NODE_19_length_106804_cov_56.005482","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,71787,72661,1,875
"614c640a4877304d48da8df7","2016AM-0136","NODE_16_length_101584_cov_77.183998","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,13219,14093,1,875
"614c640a4877304d48da8df7","2016AM-0136","NODE_51_length_4492_cov_1.751423","IncFIA_1__AP001918","all","IncFIA_1",100,100,1058,1445,1,388
"614c640a4877304d48da8df7","2016AM-0136","NODE_73_length_2272_cov_1.600092","IncFIB(AP001918)_1__AP001918","all","IncFIB(AP001918)_1",97.947,100,1144,1825,1,682
"614c640a4877304d48da8df7","2016AM-0136","NODE_74_length_2188_cov_14.750120","Col(BS512)_1__NC_010656","all","Col(BS512)_1",100,100,1077,1309,1,233
"614c640a4877304d48da8df7","2016AM-0136","NODE_85_length_1603_cov_1.374335","IncFII(pSE11)_1__AP009242","all","IncFII(pSE11)_1",94.717,100,835,1094,264,1
"614c640a4877304c5bda8dfa","2016AM-0246","NODE_41_length_1966_cov_1.933583","Col(BS512)_1__NC_010656","all","Col(BS512)_1",99.571,100,144,376,1,233
"614c640a4877304c5bda8dfa","2016AM-0246","NODE_57_length_793_cov_0.958213","Col156_1__NC_009781","all","Col156_1",96.753,100,24,177,154,1
"614c640a487730eb6dda8df9","2016AM-0301","NODE_43_length_2777_cov_4.368185","Col(pHAD28)_1__KU674895","all","Col(pHAD28)_1",93.13,100,204,334,1,131
"614c640a48773054f5da8dfb","2016AM-0278","NODE_38_length_5269_cov_6.215861","Col156_1__NC_009781","all","Col156_1",94.805,100,3210,3363,1,154
"614c640a48773054f5da8dfb","2016AM-0278","NODE_42_length_3566_cov_13.833285","Col(MG828)_1__NC_008486","all","Col(MG828)_1",94.275,100,1208,1469,262,1
"614c640a48773054f5da8dfb","2016AM-0278","NODE_48_length_2200_cov_8.817706","Col(BS512)_1__NC_010656","all","Col(BS512)_1",99.571,100,1422,1654,1,233
"614c640a4877303e25da8dfc","2016AM-0463","NODE_18_length_106805_cov_56.121961","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,46426,47300,875,1
"614c640a4877303e25da8dfc","2016AM-0463","NODE_45_length_1432_cov_1.461365","Col(BS512)_1__NC_010656","all","Col(BS512)_1",100,100,991,1223,233,1
"614c640a4877304ab8da8e00","2016AM-0259","NODE_17_length_106805_cov_62.667891","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",100,100,91282,92156,1,875
"614c640a4877304ab8da8e00","2016AM-0259","NODE_56_length_1657_cov_1.195764","Col(BS512)_1__NC_010656","all","Col(BS512)_1",100,100,1087,1319,1,233
"614c640a48773032bada8e01","2016AM-0265","NODE_43_length_5269_cov_2.797099","Col156_1__NC_009781","all","Col156_1",94.805,100,4475,4628,1,154
"614c640a48773032bada8e01","2016AM-0265","NODE_46_length_3566_cov_6.809634","Col(MG828)_1__NC_008486","all","Col(MG828)_1",94.275,100,2965,3226,262,1
"614c640a487730cf64da8e04","2016AM-0381","NODE_47_length_2188_cov_3.815223","Col(BS512)_1__NC_010656","all","Col(BS512)_1",100,100,1244,1476,1,233
"614c640a4877306c9dda8e03","2016AM-0260","NODE_39_length_5269_cov_6.914507","Col156_1__NC_009781","all","Col156_1",94.805,100,3553,3706,1,154
"614c640a4877306c9dda8e03","2016AM-0260","NODE_42_length_3566_cov_12.984713","Col(MG828)_1__NC_008486","all","Col(MG828)_1",94.275,100,1288,1549,262,1
"614c640a4877306c9dda8e03","2016AM-0260","NODE_49_length_2200_cov_9.448358","Col(BS512)_1__NC_010656","all","Col(BS512)_1",100,100,713,945,1,233
"614c640a48773007a5da8e07","2016AM-0076","NODE_39_length_5269_cov_6.233462","Col156_1__NC_009781","all","Col156_1",94.805,100,836,989,1,154
"614c640a48773007a5da8e07","2016AM-0076","NODE_48_length_2188_cov_5.521781","Col(BS512)_1__NC_010656","all","Col(BS512)_1",100,100,1244,1476,1,233
"614c640a4877307b9ada8e06","2016AM-0123","NODE_50_length_1152_cov_1.386515","Col(BS512)_1__NC_010656","all","Col(BS512)_1",100,100,611,843,233,1
"614c640a4877300be8da8e08","2016AM-0191","NODE_19_length_106085_cov_52.255883","IncFIB(pHCM2)_1__AL513384","all","IncFIB(pHCM2)_1",96.833,100,61168,62051,1,875
"614c640a4877300be8da8e08","2016AM-0191","NODE_45_length_5099_cov_2.033000","Col156_1__NC_009781","all","Col156_1",94.805,100,575,728,1,154
